"filename", "language", "TypeScript", "JSON with Comments", "XML", "HTML", "JSON", "JavaScript", "TypeScript JSX", "CSS", "comment", "blank", "total"
"e:\Workspace\Edu_Learn_Next\middleware.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 8, 14, 83
"e:\Workspace\Edu_Learn_Next\next.config.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 7, 61
"e:\Workspace\Edu_Learn_Next\package-lock.json", "JSON", 0, 0, 0, 0, 15979, 0, 0, 0, 0, 1, 15980
"e:\Workspace\Edu_Learn_Next\package.json", "JSON", 0, 0, 0, 0, 48, 0, 0, 0, 0, 1, 49
"e:\Workspace\Edu_Learn_Next\postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"e:\Workspace\Edu_Learn_Next\public\data\preview.document.html", "HTML", 0, 0, 0, 693, 0, 0, 0, 0, 0, 45, 738
"e:\Workspace\Edu_Learn_Next\public\file.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Edu_Learn_Next\public\globe.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Edu_Learn_Next\public\next.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Edu_Learn_Next\public\vercel.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Edu_Learn_Next\public\window.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Edu_Learn_Next\tsconfig.json", "JSON with Comments", 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 35
"Total", "-", 2961, 34, 5, 1330, 16027, 20, 22239, 332, 849, 2968, 46765
